Index Annotation Celltype Tissue Type Category
266 wgEncodeOpenChromDnaseGm19240AlnAllReps.30000000.hotspot.twopass.fdr0.01.merge.pks.bed GM19240 blood peaks Peaks
267 wgEncodeOpenChromDnaseH9esAlnAllReps.30000000.hotspot.twopass.fdr0.01.merge.pks.bed H9ES es_cell peaks Peaks
268 wgEncodeOpenChromDnaseHelas3Ifna4hAlnAllReps.30000000.hotspot.twopass.fdr0.01.merge.pks.bed HeLa-S3 cervix peaks Peaks
269 wgEncodeOpenChromDnaseHepatocytesAlnAllReps.30000000.hotspot.twopass.fdr0.01.merge.pks.bed Hepatocytes liver peaks Peaks
270 wgEncodeOpenChromDnaseHpde6e6e7AlnAllReps.30000000.hotspot.twopass.fdr0.01.merge.pks.bed HPDE6-E6E7 pancreatic_duct peaks Peaks
271 wgEncodeOpenChromDnaseHtr8AlnAllReps.30000000.hotspot.twopass.fdr0.01.merge.pks.bed HTR8svn blastula peaks Peaks
272 wgEncodeOpenChromDnaseHuh75AlnAllReps.30000000.hotspot.twopass.fdr0.01.merge.pks.bed Huh-7.5 liver peaks Peaks
273 wgEncodeOpenChromDnaseHuh7AlnAllReps.30000000.hotspot.twopass.fdr0.01.merge.pks.bed Huh-7 liver peaks Peaks
274 wgEncodeOpenChromDnaseIpsAlnAllReps.30000000.hotspot.twopass.fdr0.01.merge.pks.bed iPS ips_cell peaks Peaks
275 wgEncodeOpenChromDnaseLncapAndroAlnAllReps.30000000.hotspot.twopass.fdr0.01.merge.pks.bed LNCaP prostate peaks Peaks
276 wgEncodeOpenChromDnaseMcf7HypoxlacAlnAllReps.30000000.hotspot.twopass.fdr0.01.merge.pks.bed MCF-7 breast peaks Peaks
277 wgEncodeOpenChromDnaseMedulloAlnAllReps.30000000.hotspot.twopass.fdr0.01.merge.pks.bed Medullo brain peaks Peaks
278 wgEncodeOpenChromDnaseMelanoAlnAllReps.30000000.hotspot.twopass.fdr0.01.merge.pks.bed Melano skin peaks Peaks
279 wgEncodeOpenChromDnaseMyometrAlnAllReps.30000000.hotspot.twopass.fdr0.01.merge.pks.bed Myometr myometrium peaks Peaks
280 wgEncodeOpenChromDnaseOsteoblAlnAllReps.30000000.hotspot.twopass.fdr0.01.merge.pks.bed Osteobl bone peaks Peaks
281 wgEncodeOpenChromDnasePanisdAlnAllReps.30000000.hotspot.twopass.fdr0.01.merge.pks.bed PanIsletD pancreas peaks Peaks
282 wgEncodeOpenChromDnasePanisletsAlnAllReps.30000000.hotspot.twopass.fdr0.01.merge.pks.bed PanIslets pancreas peaks Peaks
283 wgEncodeOpenChromDnasePhteAlnAllReps.30000000.hotspot.twopass.fdr0.01.merge.pks.bed pHTE epithelium peaks Peaks
284 wgEncodeOpenChromDnaseProgfibAlnAllReps.30000000.hotspot.twopass.fdr0.01.merge.pks.bed ProgFib skin peaks Peaks
285 wgEncodeOpenChromDnaseStellateAlnAllReps.30000000.hotspot.twopass.fdr0.01.merge.pks.bed Stellate liver peaks Peaks
286 wgEncodeOpenChromDnaseT47dAlnAllReps.30000000.hotspot.twopass.fdr0.01.merge.pks.bed T-47D breast peaks Peaks
287 wgEncodeOpenChromDnaseUrotsaAlnAllReps.30000000.hotspot.twopass.fdr0.01.merge.pks.bed Urothelia urothelium peaks Peaks
288 wgEncodeOpenChromDnaseUrotsaUt189AlnAllReps.30000000.hotspot.twopass.fdr0.01.merge.pks.bed Urothelia urothelium peaks Peaks
289 WI_38-DS14315.hotspot.twopass.fdr0.01.merge.pks.bed WI-38 embryonic_lung peaks Peaks
290 WI_38_TAM-DS14323.hotspot.twopass.fdr0.01.merge.pks.bed WI-38 embryonic_lung peaks Peaks
291 UW.Breast_vHMEC.ChromatinAccessibility.RM035.DS18406.twopass.merge150.wgt10.zgt2.wig Breast_vHMEC breast hotspots Hotspots
292 UW.Breast_vHMEC.ChromatinAccessibility.RM035.DS18438.twopass.merge150.wgt10.zgt2.wig Breast_vHMEC breast hotspots Hotspots
293 UW.CD14_Primary_Cells.ChromatinAccessibility.RO_01689.DS17391.twopass.merge150.wgt10.zgt2.wig CD14_Primary_Cells blood hotspots Hotspots
294 UW.CD14_Primary_Cells.ChromatinAccessibility.RO_01701.DS17889.twopass.merge150.wgt10.zgt2.wig CD14_Primary_Cells blood hotspots Hotspots
295 UW.CD19_Primary_Cells.ChromatinAccessibility.RO_01679.DS17186.twopass.merge150.wgt10.zgt2.wig CD19_Primary_Cells blood hotspots Hotspots
296 UW.CD19_Primary_Cells.ChromatinAccessibility.RO_01689.DS17281.twopass.merge150.wgt10.zgt2.wig CD19_Primary_Cells blood hotspots Hotspots
297 UW.CD19_Primary_Cells.ChromatinAccessibility.RO_01701.DS17440.twopass.merge150.wgt10.zgt2.wig CD19_Primary_Cells blood hotspots Hotspots
298 UW.CD20_Primary_Cells.ChromatinAccessibility.RO_01778.DS17371.twopass.merge150.wgt10.zgt2.wig CD20_Primary_Cells blood hotspots Hotspots
299 UW.CD3_Primary_Cells.ChromatinAccessibility.CB1_1-3-2011.DS17702.twopass.merge150.wgt10.zgt2.wig CD3_Primary_Cells blood hotspots Hotspots
300 UW.CD3_Primary_Cells.ChromatinAccessibility.CB6_1-4-2011.DS17706.twopass.merge150.wgt10.zgt2.wig CD3_Primary_Cells blood hotspots Hotspots
301 UW.CD3_Primary_Cells.ChromatinAccessibility.RO_01679.DS17198.twopass.merge150.wgt10.zgt2.wig CD3_Primary_Cells blood hotspots Hotspots
302 UW.CD3_Primary_Cells.ChromatinAccessibility.RO_01701.DS17534.twopass.merge150.wgt10.zgt2.wig CD3_Primary_Cells blood hotspots Hotspots
303 UW.CD4_Primary_Cells.ChromatinAccessibility.RO_01549.DS15947.twopass.merge150.wgt10.zgt2.wig CD4_Primary_Cells blood hotspots Hotspots
304 UW.CD4_Primary_Cells.ChromatinAccessibility.RO_01679.DS17212.twopass.merge150.wgt10.zgt2.wig CD4_Primary_Cells blood hotspots Hotspots
305 UW.CD4_Primary_Cells.ChromatinAccessibility.RO_01689.DS17329.twopass.merge150.wgt10.zgt2.wig CD4_Primary_Cells blood hotspots Hotspots
306 UW.CD4_Primary_Cells.ChromatinAccessibility.RO_01701.DS17881.twopass.merge150.wgt10.zgt2.wig CD4_Primary_Cells blood hotspots Hotspots
307 UW.CD56_Primary_Cells.ChromatinAccessibility.RO_01679.DS17189.twopass.merge150.wgt10.zgt2.wig CD56_Primary_Cells blood hotspots Hotspots
308 UW.CD56_Primary_Cells.ChromatinAccessibility.RO_01701.DS17443.twopass.merge150.wgt10.zgt2.wig CD56_Primary_Cells blood hotspots Hotspots
309 UW.CD8_Primary_Cells.ChromatinAccessibility.RO_01549.DS16012.twopass.merge150.wgt10.zgt2.wig CD8_Primary_Cells blood hotspots Hotspots
310 UW.CD8_Primary_Cells.ChromatinAccessibility.RO_01679.DS17203.twopass.merge150.wgt10.zgt2.wig CD8_Primary_Cells blood hotspots Hotspots
311 UW.CD8_Primary_Cells.ChromatinAccessibility.RO_01689.DS17332.twopass.merge150.wgt10.zgt2.wig CD8_Primary_Cells blood hotspots Hotspots
312 UW.CD8_Primary_Cells.ChromatinAccessibility.RO_01701.DS17885.twopass.merge150.wgt10.zgt2.wig CD8_Primary_Cells blood hotspots Hotspots
313 UW.Fetal_Adrenal_Gland.ChromatinAccessibility.H-22662.DS12528.twopass.merge150.wgt10.zgt2.wig Fetal_Adrenal_Gland fetal_adrenal_gland hotspots Hotspots
314 UW.Fetal_Adrenal_Gland.ChromatinAccessibility.H-23769.DS17319.twopass.merge150.wgt10.zgt2.wig Fetal_Adrenal_Gland fetal_adrenal_gland hotspots Hotspots
315 UW.Fetal_Adrenal_Gland.ChromatinAccessibility.H-24409.DS20343.twopass.merge150.wgt10.zgt2.wig Fetal_Adrenal_Gland fetal_adrenal_gland hotspots Hotspots
316 UW.Fetal_Brain.ChromatinAccessibility.H-22510.DS11872.twopass.merge150.wgt10.zgt2.wig Fetal_Brain fetal_brain hotspots Hotspots
317 UW.Fetal_Brain.ChromatinAccessibility.H-22510.DS11877.twopass.merge150.wgt10.zgt2.wig Fetal_Brain fetal_brain hotspots Hotspots
318 UW.Fetal_Brain.ChromatinAccessibility.H-22911.DS14464.twopass.merge150.wgt10.zgt2.wig Fetal_Brain fetal_brain hotspots Hotspots
319 UW.Fetal_Brain.ChromatinAccessibility.H-23266.DS14717.twopass.merge150.wgt10.zgt2.wig Fetal_Brain fetal_brain hotspots Hotspots
320 UW.Fetal_Brain.ChromatinAccessibility.H-23266.DS14718.twopass.merge150.wgt10.zgt2.wig Fetal_Brain fetal_brain hotspots Hotspots
321 UW.Fetal_Brain.ChromatinAccessibility.H-23284.DS14803.twopass.merge150.wgt10.zgt2.wig Fetal_Brain fetal_brain hotspots Hotspots
322 UW.Fetal_Brain.ChromatinAccessibility.H-23284.DS14815.twopass.merge150.wgt10.zgt2.wig Fetal_Brain fetal_brain hotspots Hotspots
323 UW.Fetal_Brain.ChromatinAccessibility.H-23399.DS15453.twopass.merge150.wgt10.zgt2.wig Fetal_Brain fetal_brain hotspots Hotspots
324 UW.Fetal_Brain.ChromatinAccessibility.H-23548.DS16302.twopass.merge150.wgt10.zgt2.wig Fetal_Brain fetal_brain hotspots Hotspots
325 UW.Fetal_Brain.ChromatinAccessibility.H-24279.DS20221.twopass.merge150.wgt10.zgt2.wig Fetal_Brain fetal_brain hotspots Hotspots
326 UW.Fetal_Brain.ChromatinAccessibility.H-24297.DS20226.twopass.merge150.wgt10.zgt2.wig Fetal_Brain fetal_brain hotspots Hotspots
327 UW.Fetal_Brain.ChromatinAccessibility.H-24381.DS20231.twopass.merge150.wgt10.zgt2.wig Fetal_Brain fetal_brain hotspots Hotspots
328 UW.Fetal_Heart.ChromatinAccessibility.H-22662.DS12531.twopass.merge150.wgt10.zgt2.wig Fetal_Heart fetal_heart hotspots Hotspots
329 UW.Fetal_Heart.ChromatinAccessibility.H-22727.DS12810.twopass.merge150.wgt10.zgt2.wig Fetal_Heart fetal_heart hotspots Hotspots
330 UW.Fetal_Heart.ChromatinAccessibility.H-23468.DS15839.twopass.merge150.wgt10.zgt2.wig Fetal_Heart fetal_heart hotspots Hotspots
331 UW.Fetal_Heart.ChromatinAccessibility.H-23500.DS16018.twopass.merge150.wgt10.zgt2.wig Fetal_Heart fetal_heart hotspots Hotspots
332 UW.Fetal_Heart.ChromatinAccessibility.H-23524.DS16146.twopass.merge150.wgt10.zgt2.wig Fetal_Heart fetal_heart hotspots Hotspots
333 UW.Fetal_Heart.ChromatinAccessibility.H-23589.DS16500.twopass.merge150.wgt10.zgt2.wig Fetal_Heart fetal_heart hotspots Hotspots
334 UW.Fetal_Heart.ChromatinAccessibility.H-23604.DS16582.twopass.merge150.wgt10.zgt2.wig Fetal_Heart fetal_heart hotspots Hotspots
335 UW.Fetal_Heart.ChromatinAccessibility.H-23617.DS16621.twopass.merge150.wgt10.zgt2.wig Fetal_Heart fetal_heart hotspots Hotspots
336 UW.Fetal_Heart.ChromatinAccessibility.H-23663.DS16819.twopass.merge150.wgt10.zgt2.wig Fetal_Heart fetal_heart hotspots Hotspots
337 UW.Fetal_Heart.ChromatinAccessibility.H-23744.DS19431.twopass.merge150.wgt10.zgt2.wig Fetal_Heart fetal_heart hotspots Hotspots
338 UW.Fetal_Heart.ChromatinAccessibility.H-24042.DS19427.twopass.merge150.wgt10.zgt2.wig Fetal_Heart fetal_heart hotspots Hotspots
339 UW.Fetal_Intestine_Large.ChromatinAccessibility.H-23500.DS16027.twopass.merge150.wgt10.zgt2.wig Fetal_Intestine_Large fetal_intestine,_large hotspots Hotspots
340 UW.Fetal_Intestine_Large.ChromatinAccessibility.H-23524.DS16164.twopass.merge150.wgt10.zgt2.wig Fetal_Intestine_Large fetal_intestine,_large hotspots Hotspots
341 UW.Fetal_Intestine_Large.ChromatinAccessibility.H-23604.DS16563.twopass.merge150.wgt10.zgt2.wig Fetal_Intestine_Large fetal_intestine,_large hotspots Hotspots
342 UW.Fetal_Intestine_Large.ChromatinAccessibility.H-23744.DS17094.twopass.merge150.wgt10.zgt2.wig Fetal_Intestine_Large fetal_intestine,_large hotspots Hotspots
343 UW.Fetal_Intestine_Large.ChromatinAccessibility.H-23758.DS17157.twopass.merge150.wgt10.zgt2.wig Fetal_Intestine_Large fetal_intestine,_large hotspots Hotspots
344 UW.Fetal_Intestine_Large.ChromatinAccessibility.H-23769.DS17313.twopass.merge150.wgt10.zgt2.wig Fetal_Intestine_Large fetal_intestine,_large hotspots Hotspots
345 UW.Fetal_Intestine_Large.ChromatinAccessibility.H-23808.DS17422.twopass.merge150.wgt10.zgt2.wig Fetal_Intestine_Large fetal_intestine,_large hotspots Hotspots
346 UW.Fetal_Intestine_Large.ChromatinAccessibility.H-23833.DS17462.twopass.merge150.wgt10.zgt2.wig Fetal_Intestine_Large fetal_intestine,_large hotspots Hotspots
347 UW.Fetal_Intestine_Large.ChromatinAccessibility.H-23855.DS17502.twopass.merge150.wgt10.zgt2.wig Fetal_Intestine_Large fetal_intestine,_large hotspots Hotspots
348 UW.Fetal_Intestine_Large.ChromatinAccessibility.H-23887.DS17647.twopass.merge150.wgt10.zgt2.wig Fetal_Intestine_Large fetal_intestine,_large hotspots Hotspots
349 UW.Fetal_Intestine_Large.ChromatinAccessibility.H-23914.DS17748.twopass.merge150.wgt10.zgt2.wig Fetal_Intestine_Large fetal_intestine,_large hotspots Hotspots
350 UW.Fetal_Intestine_Large.ChromatinAccessibility.H-23941.DS17785.twopass.merge150.wgt10.zgt2.wig Fetal_Intestine_Large fetal_intestine,_large hotspots Hotspots
351 UW.Fetal_Intestine_Large.ChromatinAccessibility.H-23964.DS17841.twopass.merge150.wgt10.zgt2.wig Fetal_Intestine_Large fetal_intestine,_large hotspots Hotspots
352 UW.Fetal_Intestine_Large.ChromatinAccessibility.H-24005.DS17990.twopass.merge150.wgt10.zgt2.wig Fetal_Intestine_Large fetal_intestine,_large hotspots Hotspots
353 UW.Fetal_Intestine_Large.ChromatinAccessibility.H-24111.DS18499.twopass.merge150.wgt10.zgt2.wig Fetal_Intestine_Large fetal_intestine,_large hotspots Hotspots
354 UW.Fetal_Intestine_Small.ChromatinAccessibility.H-23604.DS16559.twopass.merge150.wgt10.zgt2.wig Fetal_Intestine_Small fetal_intestine,_small hotspots Hotspots
355 UW.Fetal_Intestine_Small.ChromatinAccessibility.H-23640.DS16712.twopass.merge150.wgt10.zgt2.wig Fetal_Intestine_Small fetal_intestine,_small hotspots Hotspots
356 UW.Fetal_Intestine_Small.ChromatinAccessibility.H-23663.DS16822.twopass.merge150.wgt10.zgt2.wig Fetal_Intestine_Small fetal_intestine,_small hotspots Hotspots
357 UW.Fetal_Intestine_Small.ChromatinAccessibility.H-23724.DS16975.twopass.merge150.wgt10.zgt2.wig Fetal_Intestine_Small fetal_intestine,_small hotspots Hotspots
358 UW.Fetal_Intestine_Small.ChromatinAccessibility.H-23744.DS17092.twopass.merge150.wgt10.zgt2.wig Fetal_Intestine_Small fetal_intestine,_small hotspots Hotspots
359 UW.Fetal_Intestine_Small.ChromatinAccessibility.H-23758.DS17150.twopass.merge150.wgt10.zgt2.wig Fetal_Intestine_Small fetal_intestine,_small hotspots Hotspots
360 UW.Fetal_Intestine_Small.ChromatinAccessibility.H-23769.DS17317.twopass.merge150.wgt10.zgt2.wig Fetal_Intestine_Small fetal_intestine,_small hotspots Hotspots
361 UW.Fetal_Intestine_Small.ChromatinAccessibility.H-23808.DS17425.twopass.merge150.wgt10.zgt2.wig Fetal_Intestine_Small fetal_intestine,_small hotspots Hotspots
362 UW.Fetal_Intestine_Small.ChromatinAccessibility.H-23864.DS17844.twopass.merge150.wgt10.zgt2.wig Fetal_Intestine_Small fetal_intestine,_small hotspots Hotspots
363 UW.Fetal_Intestine_Small.ChromatinAccessibility.H-23887.DS17643.twopass.merge150.wgt10.zgt2.wig Fetal_Intestine_Small fetal_intestine,_small hotspots Hotspots
364 UW.Fetal_Intestine_Small.ChromatinAccessibility.H-23914.DS17763.twopass.merge150.wgt10.zgt2.wig Fetal_Intestine_Small fetal_intestine,_small hotspots Hotspots
365 UW.Fetal_Intestine_Small.ChromatinAccessibility.H-23941.DS17808.twopass.merge150.wgt10.zgt2.wig Fetal_Intestine_Small fetal_intestine,_small hotspots Hotspots
366 UW.Fetal_Intestine_Small.ChromatinAccessibility.H-24111.DS18495.twopass.merge150.wgt10.zgt2.wig Fetal_Intestine_Small fetal_intestine,_small hotspots Hotspots
367 UW.Fetal_Kidney.ChromatinAccessibility.H-22337.DS10986.twopass.merge150.wgt10.zgt2.wig Fetal_Kidney fetal_kidney hotspots Hotspots
368 UW.Fetal_Kidney.ChromatinAccessibility.H-22676.DS12635.twopass.merge150.wgt10.zgt2.wig Fetal_Kidney fetal_kidney hotspots Hotspots
369 UW.Fetal_Kidney.ChromatinAccessibility.H-23524.DS16139.twopass.merge150.wgt10.zgt2.wig Fetal_Kidney fetal_kidney hotspots Hotspots
370 UW.Fetal_Kidney.ChromatinAccessibility.H-23663.DS16837.twopass.merge150.wgt10.zgt2.wig Fetal_Kidney fetal_kidney hotspots Hotspots
371 UW.Fetal_Kidney.ChromatinAccessibility.H-23855.DS17522.twopass.merge150.wgt10.zgt2.wig Fetal_Kidney fetal_kidney hotspots Hotspots
372 UW.Fetal_Kidney.ChromatinAccessibility.H-23914.DS17753.twopass.merge150.wgt10.zgt2.wig Fetal_Kidney fetal_kidney hotspots Hotspots
373 UW.Fetal_Kidney.ChromatinAccessibility.H-24507.DS20564.twopass.merge150.wgt10.zgt2.wig Fetal_Kidney fetal_kidney hotspots Hotspots
374 UW.Fetal_Kidney_Left.ChromatinAccessibility.H-23589.DS16446.twopass.merge150.wgt10.zgt2.wig Fetal_Kidney_Left fetal_kidney hotspots Hotspots
375 UW.Fetal_Kidney_Left.ChromatinAccessibility.H-23604.DS16579.twopass.merge150.wgt10.zgt2.wig Fetal_Kidney_Left fetal_kidney hotspots Hotspots
376 UW.Fetal_Kidney_Left.ChromatinAccessibility.H-23640.DS16805.twopass.merge150.wgt10.zgt2.wig Fetal_Kidney_Left fetal_kidney hotspots Hotspots
377 UW.Fetal_Kidney_Left.ChromatinAccessibility.H-23758.DS17140.twopass.merge150.wgt10.zgt2.wig Fetal_Kidney_Left fetal_kidney hotspots Hotspots
378 UW.Fetal_Kidney_Left.ChromatinAccessibility.H-24089.DS18466.twopass.merge150.wgt10.zgt2.wig Fetal_Kidney_Left fetal_kidney hotspots Hotspots
379 UW.Fetal_Kidney_Right.ChromatinAccessibility.H-23435.DS15651.twopass.merge150.wgt10.zgt2.wig Fetal_Kidney_Right fetal_kidney hotspots Hotspots
380 UW.Fetal_Kidney_Right.ChromatinAccessibility.H-23589.DS16441.twopass.merge150.wgt10.zgt2.wig Fetal_Kidney_Right fetal_kidney hotspots Hotspots
381 UW.Fetal_Kidney_Right.ChromatinAccessibility.H-23640.DS16801.twopass.merge150.wgt10.zgt2.wig Fetal_Kidney_Right fetal_kidney hotspots Hotspots
382 UW.Fetal_Kidney_Right.ChromatinAccessibility.H-23758.DS17144.twopass.merge150.wgt10.zgt2.wig Fetal_Kidney_Right fetal_kidney hotspots Hotspots
383 UW.Fetal_Kidney_Right.ChromatinAccessibility.H-24089.DS18463.twopass.merge150.wgt10.zgt2.wig Fetal_Kidney_Right fetal_kidney hotspots Hotspots
384 UW.Fetal_Lung.ChromatinAccessibility.H-22676.DS12646.twopass.merge150.wgt10.zgt2.wig Fetal_Lung fetal_lung hotspots Hotspots
385 UW.Fetal_Lung.ChromatinAccessibility.H-22727.DS12817.twopass.merge150.wgt10.zgt2.wig Fetal_Lung fetal_lung hotspots Hotspots
386 UW.Fetal_Lung.ChromatinAccessibility.H-22934B.DS13507.twopass.merge150.wgt10.zgt2.wig Fetal_Lung fetal_lung hotspots Hotspots
387 UW.Fetal_Lung.ChromatinAccessibility.H-23090.DS13985.twopass.merge150.wgt10.zgt2.wig Fetal_Lung fetal_lung hotspots Hotspots
388 UW.Fetal_Lung.ChromatinAccessibility.H-23247.DS14666.twopass.merge150.wgt10.zgt2.wig Fetal_Lung fetal_lung hotspots Hotspots
389 UW.Fetal_Lung.ChromatinAccessibility.H-23266.DS14724.twopass.merge150.wgt10.zgt2.wig Fetal_Lung fetal_lung hotspots Hotspots
390 UW.Fetal_Lung.ChromatinAccessibility.H-23266.DS14751.twopass.merge150.wgt10.zgt2.wig Fetal_Lung fetal_lung hotspots Hotspots
391 UW.Fetal_Lung.ChromatinAccessibility.H-23284.DS14809.twopass.merge150.wgt10.zgt2.wig Fetal_Lung fetal_lung hotspots Hotspots
392 UW.Fetal_Lung.ChromatinAccessibility.H-23284.DS14820.twopass.merge150.wgt10.zgt2.wig Fetal_Lung fetal_lung hotspots Hotspots
393 UW.Fetal_Lung.ChromatinAccessibility.H-23365.DS15227.twopass.merge150.wgt10.zgt2.wig Fetal_Lung fetal_lung hotspots Hotspots
394 UW.Fetal_Lung.ChromatinAccessibility.H-23399.DS15461.twopass.merge150.wgt10.zgt2.wig Fetal_Lung fetal_lung hotspots Hotspots
395 UW.Fetal_Lung.ChromatinAccessibility.H-23419.DS15573.twopass.merge150.wgt10.zgt2.wig Fetal_Lung fetal_lung hotspots Hotspots
396 UW.Fetal_Lung_Left.ChromatinAccessibility.H-23435.DS15637.twopass.merge150.wgt10.zgt2.wig Fetal_Lung_Left fetal_lung hotspots Hotspots
397 UW.Fetal_Lung_Left.ChromatinAccessibility.H-23604.DS16570.twopass.merge150.wgt10.zgt2.wig Fetal_Lung_Left fetal_lung hotspots Hotspots
398 UW.Fetal_Lung_Left.ChromatinAccessibility.H-23640.DS18170.twopass.merge150.wgt10.zgt2.wig Fetal_Lung_Left fetal_lung hotspots Hotspots
399 UW.Fetal_Lung_Left.ChromatinAccessibility.H-23744.DS17105.twopass.merge150.wgt10.zgt2.wig Fetal_Lung_Left fetal_lung hotspots Hotspots
400 UW.Fetal_Lung_Left.ChromatinAccessibility.H-23758.DS17154.twopass.merge150.wgt10.zgt2.wig Fetal_Lung_Left fetal_lung hotspots Hotspots
401 UW.Fetal_Lung_Left.ChromatinAccessibility.H-23833.DS17464.twopass.merge150.wgt10.zgt2.wig Fetal_Lung_Left fetal_lung hotspots Hotspots
402 UW.Fetal_Lung_Left.ChromatinAccessibility.H-23887.DS17674.twopass.merge150.wgt10.zgt2.wig Fetal_Lung_Left fetal_lung hotspots Hotspots
403 UW.Fetal_Lung_Left.ChromatinAccessibility.H-23914.DS17739.twopass.merge150.wgt10.zgt2.wig Fetal_Lung_Left fetal_lung hotspots Hotspots
404 UW.Fetal_Lung_Left.ChromatinAccessibility.H-23964.DS17835.twopass.merge150.wgt10.zgt2.wig Fetal_Lung_Left fetal_lung hotspots Hotspots
405 UW.Fetal_Lung_Left.ChromatinAccessibility.H-24005.DS17959.twopass.merge150.wgt10.zgt2.wig Fetal_Lung_Left fetal_lung hotspots Hotspots
406 UW.Fetal_Lung_Left.ChromatinAccessibility.H-24089.DS18421.twopass.merge150.wgt10.zgt2.wig Fetal_Lung_Left fetal_lung hotspots Hotspots
407 UW.Fetal_Lung_Left.ChromatinAccessibility.H-24111.DS18487.twopass.merge150.wgt10.zgt2.wig Fetal_Lung_Left fetal_lung hotspots Hotspots
408 UW.Fetal_Lung_Right.ChromatinAccessibility.H-23435.DS15632.twopass.merge150.wgt10.zgt2.wig Fetal_Lung_Right fetal_lung hotspots Hotspots
409 UW.Fetal_Lung_Right.ChromatinAccessibility.H-23604.DS16566.twopass.merge150.wgt10.zgt2.wig Fetal_Lung_Right fetal_lung hotspots Hotspots
410 UW.Fetal_Lung_Right.ChromatinAccessibility.H-23640.DS16790.twopass.merge150.wgt10.zgt2.wig Fetal_Lung_Right fetal_lung hotspots Hotspots
411 UW.Fetal_Lung_Right.ChromatinAccessibility.H-23744.DS17101.twopass.merge150.wgt10.zgt2.wig Fetal_Lung_Right fetal_lung hotspots Hotspots
412 UW.Fetal_Lung_Right.ChromatinAccessibility.H-23758.DS17162.twopass.merge150.wgt10.zgt2.wig Fetal_Lung_Right fetal_lung hotspots Hotspots
413 UW.Fetal_Lung_Right.ChromatinAccessibility.H-23887.DS17670.twopass.merge150.wgt10.zgt2.wig Fetal_Lung_Right fetal_lung hotspots Hotspots
414 UW.Fetal_Lung_Right.ChromatinAccessibility.H-23964.DS17831.twopass.merge150.wgt10.zgt2.wig Fetal_Lung_Right fetal_lung hotspots Hotspots
415 UW.Fetal_Lung_Right.ChromatinAccessibility.H-24005.DS17954.twopass.merge150.wgt10.zgt2.wig Fetal_Lung_Right fetal_lung hotspots Hotspots
416 UW.Fetal_Lung_Right.ChromatinAccessibility.H-24089.DS18418.twopass.merge150.wgt10.zgt2.wig Fetal_Lung_Right fetal_lung hotspots Hotspots
417 UW.Fetal_Lung_Right.ChromatinAccessibility.H-24111.DS18492.twopass.merge150.wgt10.zgt2.wig Fetal_Lung_Right fetal_lung hotspots Hotspots
418 UW.Fetal_Muscle_Arm.ChromatinAccessibility.H-23808.DS17432.twopass.merge150.wgt10.zgt2.wig Fetal_Muscle_Arm fetal_muscle hotspots Hotspots
419 UW.Fetal_Muscle_Arm.ChromatinAccessibility.H-23914.DS17765.twopass.merge150.wgt10.zgt2.wig Fetal_Muscle_Arm fetal_muscle hotspots Hotspots
420 UW.Fetal_Muscle_Arm.ChromatinAccessibility.H-23941.DS17825.twopass.merge150.wgt10.zgt2.wig Fetal_Muscle_Arm fetal_muscle hotspots Hotspots
421 UW.Fetal_Muscle_Arm.ChromatinAccessibility.H-23964.DS17848.twopass.merge150.wgt10.zgt2.wig Fetal_Muscle_Arm fetal_muscle hotspots Hotspots
422 UW.Fetal_Muscle_Arm.ChromatinAccessibility.H-24005.DS18080.twopass.merge150.wgt10.zgt2.wig Fetal_Muscle_Arm fetal_muscle hotspots Hotspots
423 UW.Fetal_Muscle_Arm.ChromatinAccessibility.H-24042.DS18176.twopass.merge150.wgt10.zgt2.wig Fetal_Muscle_Arm fetal_muscle hotspots Hotspots
424 UW.Fetal_Muscle_Arm.ChromatinAccessibility.H-24078.DS18379.twopass.merge150.wgt10.zgt2.wig Fetal_Muscle_Arm fetal_muscle hotspots Hotspots
425 UW.Fetal_Muscle_Arm.ChromatinAccessibility.H-24089.DS18452.twopass.merge150.wgt10.zgt2.wig Fetal_Muscle_Arm fetal_muscle hotspots Hotspots
426 UW.Fetal_Muscle_Arm.ChromatinAccessibility.H-24111.DS18473.twopass.merge150.wgt10.zgt2.wig Fetal_Muscle_Arm fetal_muscle hotspots Hotspots
427 UW.Fetal_Muscle_Arm.ChromatinAccessibility.H-24125.DS18559.twopass.merge150.wgt10.zgt2.wig Fetal_Muscle_Arm fetal_muscle hotspots Hotspots
428 UW.Fetal_Muscle_Arm.ChromatinAccessibility.H-24143.DS18992.twopass.merge150.wgt10.zgt2.wig Fetal_Muscle_Arm fetal_muscle hotspots Hotspots
429 UW.Fetal_Muscle_Arm.ChromatinAccessibility.H-24198.DS19051.twopass.merge150.wgt10.zgt2.wig Fetal_Muscle_Arm fetal_muscle hotspots Hotspots
430 UW.Fetal_Muscle_Arm.ChromatinAccessibility.H-24218.DS19053.twopass.merge150.wgt10.zgt2.wig Fetal_Muscle_Arm fetal_muscle hotspots Hotspots
431 UW.Fetal_Muscle_Arm.ChromatinAccessibility.H-24244.DS19270.twopass.merge150.wgt10.zgt2.wig Fetal_Muscle_Arm fetal_muscle hotspots Hotspots
432 UW.Fetal_Muscle_Arm.ChromatinAccessibility.H-24259.DS19295.twopass.merge150.wgt10.zgt2.wig Fetal_Muscle_Arm fetal_muscle hotspots Hotspots
