Index Annotation Celltype Tissue Type Category
433 UW.Fetal_Muscle_Arm.ChromatinAccessibility.H-24272.DS19380.twopass.merge150.wgt10.zgt2.wig Fetal_Muscle_Arm fetal_muscle hotspots Hotspots
434 UW.Fetal_Muscle_Arm.ChromatinAccessibility.H-24297.DS19646.twopass.merge150.wgt10.zgt2.wig Fetal_Muscle_Arm fetal_muscle hotspots Hotspots
435 UW.Fetal_Muscle_Back.ChromatinAccessibility.H-23914.DS17767.twopass.merge150.wgt10.zgt2.wig Fetal_Muscle_Back fetal_muscle hotspots Hotspots
436 UW.Fetal_Muscle_Back.ChromatinAccessibility.H-23964.DS17850.twopass.merge150.wgt10.zgt2.wig Fetal_Muscle_Back fetal_muscle hotspots Hotspots
437 UW.Fetal_Muscle_Back.ChromatinAccessibility.H-24005.DS18083.twopass.merge150.wgt10.zgt2.wig Fetal_Muscle_Back fetal_muscle hotspots Hotspots
438 UW.Fetal_Muscle_Back.ChromatinAccessibility.H-24078.DS18377.twopass.merge150.wgt10.zgt2.wig Fetal_Muscle_Back fetal_muscle hotspots Hotspots
439 UW.Fetal_Muscle_Back.ChromatinAccessibility.H-24089.DS18454.twopass.merge150.wgt10.zgt2.wig Fetal_Muscle_Back fetal_muscle hotspots Hotspots
440 UW.Fetal_Muscle_Back.ChromatinAccessibility.H-24111.DS18468.twopass.merge150.wgt10.zgt2.wig Fetal_Muscle_Back fetal_muscle hotspots Hotspots
441 UW.Fetal_Muscle_Back.ChromatinAccessibility.H-24143.DS18842.twopass.merge150.wgt10.zgt2.wig Fetal_Muscle_Back fetal_muscle hotspots Hotspots
442 UW.Fetal_Muscle_Back.ChromatinAccessibility.H-24218.DS19117.twopass.merge150.wgt10.zgt2.wig Fetal_Muscle_Back fetal_muscle hotspots Hotspots
443 UW.Fetal_Muscle_Back.ChromatinAccessibility.H-24244.DS19283.twopass.merge150.wgt10.zgt2.wig Fetal_Muscle_Back fetal_muscle hotspots Hotspots
444 UW.Fetal_Muscle_Back.ChromatinAccessibility.H-24272.DS19384.twopass.merge150.wgt10.zgt2.wig Fetal_Muscle_Back fetal_muscle hotspots Hotspots
445 UW.Fetal_Muscle_Back.ChromatinAccessibility.H-24279.DS19441.twopass.merge150.wgt10.zgt2.wig Fetal_Muscle_Back fetal_muscle hotspots Hotspots
446 UW.Fetal_Muscle_Back.ChromatinAccessibility.H-24297.DS19648.twopass.merge150.wgt10.zgt2.wig Fetal_Muscle_Back fetal_muscle hotspots Hotspots
447 UW.Fetal_Muscle_Back.ChromatinAccessibility.H-24409.DS20244.twopass.merge150.wgt10.zgt2.wig Fetal_Muscle_Back fetal_muscle hotspots Hotspots
448 UW.Fetal_Muscle_Leg.ChromatinAccessibility.H-23808.DS17429.twopass.merge150.wgt10.zgt2.wig Fetal_Muscle_Leg fetal_muscle hotspots Hotspots
449 UW.Fetal_Muscle_Leg.ChromatinAccessibility.H-24078.DS18386.twopass.merge150.wgt10.zgt2.wig Fetal_Muscle_Leg fetal_muscle hotspots Hotspots
450 UW.Fetal_Muscle_Leg.ChromatinAccessibility.H-24089.DS18456.twopass.merge150.wgt10.zgt2.wig Fetal_Muscle_Leg fetal_muscle hotspots Hotspots
451 UW.Fetal_Muscle_Leg.ChromatinAccessibility.H-24111.DS18471.twopass.merge150.wgt10.zgt2.wig Fetal_Muscle_Leg fetal_muscle hotspots Hotspots
452 UW.Fetal_Muscle_Leg.ChromatinAccessibility.H-24143.DS18844.twopass.merge150.wgt10.zgt2.wig Fetal_Muscle_Leg fetal_muscle hotspots Hotspots
453 UW.Fetal_Muscle_Leg.ChromatinAccessibility.H-24198.DS19158.twopass.merge150.wgt10.zgt2.wig Fetal_Muscle_Leg fetal_muscle hotspots Hotspots
454 UW.Fetal_Muscle_Leg.ChromatinAccessibility.H-24218.DS19115.twopass.merge150.wgt10.zgt2.wig Fetal_Muscle_Leg fetal_muscle hotspots Hotspots
455 UW.Fetal_Muscle_Leg.ChromatinAccessibility.H-24244.DS19272.twopass.merge150.wgt10.zgt2.wig Fetal_Muscle_Leg fetal_muscle hotspots Hotspots
456 UW.Fetal_Muscle_Leg.ChromatinAccessibility.H-24259.DS19291.twopass.merge150.wgt10.zgt2.wig Fetal_Muscle_Leg fetal_muscle hotspots Hotspots
457 UW.Fetal_Muscle_Leg.ChromatinAccessibility.H-24279.DS19436.twopass.merge150.wgt10.zgt2.wig Fetal_Muscle_Leg fetal_muscle hotspots Hotspots
458 UW.Fetal_Muscle_Leg.ChromatinAccessibility.H-24297.DS19643.twopass.merge150.wgt10.zgt2.wig Fetal_Muscle_Leg fetal_muscle hotspots Hotspots
459 UW.Fetal_Muscle_Leg.ChromatinAccessibility.H-24409.DS20239.twopass.merge150.wgt10.zgt2.wig Fetal_Muscle_Leg fetal_muscle hotspots Hotspots
460 UW.Fetal_Muscle_Lower_Limb_Skeletal.ChromatinAccessibility.H-24042.DS18174.twopass.merge150.wgt10.zgt2.wig Fetal_Muscle_Lower_Limb_Skeletal fetal_muscle,_lower_limb hotspots Hotspots
461 UW.Fetal_Muscle_Trunk.ChromatinAccessibility.H-23941.DS17827.twopass.merge150.wgt10.zgt2.wig Fetal_Muscle_Trunk fetal_muscle,_trunk hotspots Hotspots
462 UW.Fetal_Muscle_Trunk.ChromatinAccessibility.H-24409.DS20242.twopass.merge150.wgt10.zgt2.wig Fetal_Muscle_Trunk fetal_muscle,_trunk hotspots Hotspots
463 UW.Fetal_Muscle_Trunk.ChromatinAccessibility.H-24507.DS20544.twopass.merge150.wgt10.zgt2.wig Fetal_Muscle_Trunk fetal_muscle,_trunk hotspots Hotspots
464 UW.Fetal_Muscle_Upper_Limb_Skeletal.ChromatinAccessibility.H-23887.DS17661.twopass.merge150.wgt10.zgt2.wig Fetal_Muscle_Upper_Limb_Skeletal fetal_muscle hotspots Hotspots
465 UW.Fetal_Muscle_Upper_Trunk.ChromatinAccessibility.H-23887.DS17664.twopass.merge150.wgt10.zgt2.wig Fetal_Muscle_Upper_Trunk fetal_muscle,_upper_trunk hotspots Hotspots
466 UW.Fetal_Placenta.ChromatinAccessibility.H-23887.DS17639.twopass.merge150.wgt10.zgt2.wig Fetal_Placenta fetal_placenta hotspots Hotspots
467 UW.Fetal_Placenta.ChromatinAccessibility.H-23914.DS17744.twopass.merge150.wgt10.zgt2.wig Fetal_Placenta fetal_placenta hotspots Hotspots
468 UW.Fetal_Placenta.ChromatinAccessibility.H-24272.DS19391.twopass.merge150.wgt10.zgt2.wig Fetal_Placenta fetal_placenta hotspots Hotspots
469 UW.Fetal_Placenta.ChromatinAccessibility.H-24409.DS20346.twopass.merge150.wgt10.zgt2.wig Fetal_Placenta fetal_placenta hotspots Hotspots
470 UW.Fetal_Renal_Cortex.ChromatinAccessibility.H-23769.DS17307.twopass.merge150.wgt10.zgt2.wig Fetal_Renal_Cortex fetal_renal_cortex hotspots Hotspots
471 UW.Fetal_Renal_Cortex.ChromatinAccessibility.H-23790.DS17387.twopass.merge150.wgt10.zgt2.wig Fetal_Renal_Cortex fetal_renal_cortex hotspots Hotspots
472 UW.Fetal_Renal_Cortex.ChromatinAccessibility.H-23833.DS17455.twopass.merge150.wgt10.zgt2.wig Fetal_Renal_Cortex fetal_renal_cortex hotspots Hotspots
473 UW.Fetal_Renal_Cortex.ChromatinAccessibility.H-23914.DS17756.twopass.merge150.wgt10.zgt2.wig Fetal_Renal_Cortex fetal_renal_cortex hotspots Hotspots
474 UW.Fetal_Renal_Cortex.ChromatinAccessibility.H-23941.DS17804.twopass.merge150.wgt10.zgt2.wig Fetal_Renal_Cortex fetal_renal_cortex hotspots Hotspots
475 UW.Fetal_Renal_Cortex.ChromatinAccessibility.H-24078.DS18428.twopass.merge150.wgt10.zgt2.wig Fetal_Renal_Cortex fetal_renal_cortex hotspots Hotspots
476 UW.Fetal_Renal_Cortex.ChromatinAccessibility.H-24259.DS19388.twopass.merge150.wgt10.zgt2.wig Fetal_Renal_Cortex fetal_renal_cortex hotspots Hotspots
477 UW.Fetal_Renal_Cortex.ChromatinAccessibility.H-24493.DS20568.twopass.merge150.wgt10.zgt2.wig Fetal_Renal_Cortex fetal_renal_cortex hotspots Hotspots
478 UW.Fetal_Renal_Cortex_Left.ChromatinAccessibility.H-23871.DS17550.twopass.merge150.wgt10.zgt2.wig Fetal_Renal_Cortex_Left fetal_renal_cortex hotspots Hotspots
479 UW.Fetal_Renal_Cortex_Left.ChromatinAccessibility.H-24111.DS18542.twopass.merge150.wgt10.zgt2.wig Fetal_Renal_Cortex_Left fetal_renal_cortex hotspots Hotspots
480 UW.Fetal_Renal_Cortex_Left.ChromatinAccessibility.H-24169.DS18931.twopass.merge150.wgt10.zgt2.wig Fetal_Renal_Cortex_Left fetal_renal_cortex hotspots Hotspots
481 UW.Fetal_Renal_Cortex_Left.ChromatinAccessibility.H-24232.DS19257.twopass.merge150.wgt10.zgt2.wig Fetal_Renal_Cortex_Left fetal_renal_cortex hotspots Hotspots
482 UW.Fetal_Renal_Cortex_Right.ChromatinAccessibility.H-23871.DS17545.twopass.merge150.wgt10.zgt2.wig Fetal_Renal_Cortex_Right fetal_renal_cortex hotspots Hotspots
483 UW.Fetal_Renal_Cortex_Right.ChromatinAccessibility.H-24169.DS18928.twopass.merge150.wgt10.zgt2.wig Fetal_Renal_Cortex_Right fetal_renal_cortex hotspots Hotspots
484 UW.Fetal_Renal_Cortex_Right.ChromatinAccessibility.H-24232.DS19254.twopass.merge150.wgt10.zgt2.wig Fetal_Renal_Cortex_Right fetal_renal_cortex hotspots Hotspots
485 UW.Fetal_Renal_Pelvis.ChromatinAccessibility.H-23790.DS17381.twopass.merge150.wgt10.zgt2.wig Fetal_Renal_Pelvis fetal_renal_pelvis hotspots Hotspots
486 UW.Fetal_Renal_Pelvis.ChromatinAccessibility.H-23833.DS17451.twopass.merge150.wgt10.zgt2.wig Fetal_Renal_Pelvis fetal_renal_pelvis hotspots Hotspots
487 UW.Fetal_Renal_Pelvis.ChromatinAccessibility.H-23914.DS17760.twopass.merge150.wgt10.zgt2.wig Fetal_Renal_Pelvis fetal_renal_pelvis hotspots Hotspots
488 UW.Fetal_Renal_Pelvis.ChromatinAccessibility.H-24005.DS18088.twopass.merge150.wgt10.zgt2.wig Fetal_Renal_Pelvis fetal_renal_pelvis hotspots Hotspots
489 UW.Fetal_Renal_Pelvis.ChromatinAccessibility.H-24078.DS18431.twopass.merge150.wgt10.zgt2.wig Fetal_Renal_Pelvis fetal_renal_pelvis hotspots Hotspots
490 UW.Fetal_Renal_Pelvis.ChromatinAccessibility.H-24259.DS19386.twopass.merge150.wgt10.zgt2.wig Fetal_Renal_Pelvis fetal_renal_pelvis hotspots Hotspots
491 UW.Fetal_Renal_Pelvis.ChromatinAccessibility.H-24477.DS20448.twopass.merge150.wgt10.zgt2.wig Fetal_Renal_Pelvis fetal_renal_pelvis hotspots Hotspots
492 UW.Fetal_Renal_Pelvis_Left.ChromatinAccessibility.H-23871.DS17553.twopass.merge150.wgt10.zgt2.wig Fetal_Renal_Pelvis_Left fetal_renal_pelvis hotspots Hotspots
493 UW.Fetal_Renal_Pelvis_Left.ChromatinAccessibility.H-24111.DS18666.twopass.merge150.wgt10.zgt2.wig Fetal_Renal_Pelvis_Left fetal_renal_pelvis hotspots Hotspots
494 UW.Fetal_Renal_Pelvis_Left.ChromatinAccessibility.H-24169.DS18964.twopass.merge150.wgt10.zgt2.wig Fetal_Renal_Pelvis_Left fetal_renal_pelvis hotspots Hotspots
495 UW.Fetal_Renal_Pelvis_Left.ChromatinAccessibility.H-24232.DS19238.twopass.merge150.wgt10.zgt2.wig Fetal_Renal_Pelvis_Left fetal_renal_pelvis hotspots Hotspots
496 UW.Fetal_Renal_Pelvis_Right.ChromatinAccessibility.H-23871.DS17548.twopass.merge150.wgt10.zgt2.wig Fetal_Renal_Pelvis_Right fetal_renal_pelvis hotspots Hotspots
497 UW.Fetal_Renal_Pelvis_Right.ChromatinAccessibility.H-24111.DS18663.twopass.merge150.wgt10.zgt2.wig Fetal_Renal_Pelvis_Right fetal_renal_pelvis hotspots Hotspots
498 UW.Fetal_Renal_Pelvis_Right.ChromatinAccessibility.H-24169.DS18961.twopass.merge150.wgt10.zgt2.wig Fetal_Renal_Pelvis_Right fetal_renal_pelvis hotspots Hotspots
499 UW.Fetal_Renal_Pelvis_Right.ChromatinAccessibility.H-24232.DS19235.twopass.merge150.wgt10.zgt2.wig Fetal_Renal_Pelvis_Right fetal_renal_pelvis hotspots Hotspots
500 UW.Fetal_Skin.ChromatinAccessibility.H-22337.DS10987.twopass.merge150.wgt10.zgt2.wig Fetal_Skin fetal_skin hotspots Hotspots
501 UW.Fetal_Spinal_Cord.ChromatinAccessibility.H-24111.DS18501.twopass.merge150.wgt10.zgt2.wig Fetal_Spinal_Cord fetal_spinal_cord hotspots Hotspots
502 UW.Fetal_Spinal_Cord.ChromatinAccessibility.H-24409.DS20351.twopass.merge150.wgt10.zgt2.wig Fetal_Spinal_Cord fetal_spinal_cord hotspots Hotspots
503 UW.Fetal_Spinal_Cord.ChromatinAccessibility.H-24493.DS20530.twopass.merge150.wgt10.zgt2.wig Fetal_Spinal_Cord fetal_spinal_cord hotspots Hotspots
504 UW.Fetal_Spleen.ChromatinAccessibility.H-23399.DS17448.twopass.merge150.wgt10.zgt2.wig Fetal_Spleen fetal_spleen hotspots Hotspots
505 UW.Fetal_Stomach.ChromatinAccessibility.H-23589.DS16530.twopass.merge150.wgt10.zgt2.wig Fetal_Stomach fetal_stomach hotspots Hotspots
506 UW.Fetal_Stomach.ChromatinAccessibility.H-23758.DS17172.twopass.merge150.wgt10.zgt2.wig Fetal_Stomach fetal_stomach hotspots Hotspots
507 UW.Fetal_Stomach.ChromatinAccessibility.H-23769.DS17325.twopass.merge150.wgt10.zgt2.wig Fetal_Stomach fetal_stomach hotspots Hotspots
508 UW.Fetal_Stomach.ChromatinAccessibility.H-23887.DS17659.twopass.merge150.wgt10.zgt2.wig Fetal_Stomach fetal_stomach hotspots Hotspots
509 UW.Fetal_Stomach.ChromatinAccessibility.H-23914.DS17750.twopass.merge150.wgt10.zgt2.wig Fetal_Stomach fetal_stomach hotspots Hotspots
510 UW.Fetal_Stomach.ChromatinAccessibility.H-23964.DS17878.twopass.merge150.wgt10.zgt2.wig Fetal_Stomach fetal_stomach hotspots Hotspots
511 UW.Fetal_Stomach.ChromatinAccessibility.H-24005.DS17963.twopass.merge150.wgt10.zgt2.wig Fetal_Stomach fetal_stomach hotspots Hotspots
512 UW.Fetal_Stomach.ChromatinAccessibility.H-24078.DS18389.twopass.merge150.wgt10.zgt2.wig Fetal_Stomach fetal_stomach hotspots Hotspots
513 UW.Fetal_Stomach.ChromatinAccessibility.H-24125.DS18821.twopass.merge150.wgt10.zgt2.wig Fetal_Stomach fetal_stomach hotspots Hotspots
514 UW.Fetal_Stomach.ChromatinAccessibility.H-24401.DS20349.twopass.merge150.wgt10.zgt2.wig Fetal_Stomach fetal_stomach hotspots Hotspots
515 UW.Fetal_Stomach.ChromatinAccessibility.H-24507.DS20546.twopass.merge150.wgt10.zgt2.wig Fetal_Stomach fetal_stomach hotspots Hotspots
516 UW.Fetal_Testes.ChromatinAccessibility.H24198_H23640_H24042.DS18942.twopass.merge150.wgt10.zgt2.wig Fetal_Testes fetal_testes hotspots Hotspots
517 UW.Fetal_Thymus.ChromatinAccessibility.H-23589.DS16490.twopass.merge150.wgt10.zgt2.wig Fetal_Thymus fetal_thymus hotspots Hotspots
518 UW.Fetal_Thymus.ChromatinAccessibility.H-23663.DS16841.twopass.merge150.wgt10.zgt2.wig Fetal_Thymus fetal_thymus hotspots Hotspots
519 UW.Fetal_Thymus.ChromatinAccessibility.H-23769.DS17323.twopass.merge150.wgt10.zgt2.wig Fetal_Thymus fetal_thymus hotspots Hotspots
520 UW.Fetal_Thymus.ChromatinAccessibility.H-23833.DS17474.twopass.merge150.wgt10.zgt2.wig Fetal_Thymus fetal_thymus hotspots Hotspots
521 UW.Fetal_Thymus.ChromatinAccessibility.H-23964.DS17875.twopass.merge150.wgt10.zgt2.wig Fetal_Thymus fetal_thymus hotspots Hotspots
522 UW.Fetal_Thymus.ChromatinAccessibility.H-23964.DS17876.twopass.merge150.wgt10.zgt2.wig Fetal_Thymus fetal_thymus hotspots Hotspots
523 UW.Fetal_Thymus.ChromatinAccessibility.H-24078.DS18382.twopass.merge150.wgt10.zgt2.wig Fetal_Thymus fetal_thymus hotspots Hotspots
524 UW.Fetal_Thymus.ChromatinAccessibility.H-24259.DS19287.twopass.merge150.wgt10.zgt2.wig Fetal_Thymus fetal_thymus hotspots Hotspots
525 UW.Fetal_Thymus.ChromatinAccessibility.H-24401.DS20335.twopass.merge150.wgt10.zgt2.wig Fetal_Thymus fetal_thymus hotspots Hotspots
526 UW.Fetal_Thymus.ChromatinAccessibility.H-24409.DS20341.twopass.merge150.wgt10.zgt2.wig Fetal_Thymus fetal_thymus hotspots Hotspots
527 UW.Fibroblasts_Fetal_Skin_Abdomen.ChromatinAccessibility.H-24259.DS19558.twopass.merge150.wgt10.zgt2.wig Fibroblasts_Fetal_Skin_Abdomen fibroblast hotspots Hotspots
528 UW.Fibroblasts_Fetal_Skin_Abdomen.ChromatinAccessibility.H-24259.DS19561.twopass.merge150.wgt10.zgt2.wig Fibroblasts_Fetal_Skin_Abdomen fibroblast hotspots Hotspots
529 UW.Fibroblasts_Fetal_Skin_Back.ChromatinAccessibility.H-24218.DS19233.twopass.merge150.wgt10.zgt2.wig Fibroblasts_Fetal_Skin_Back fibroblast hotspots Hotspots
530 UW.Fibroblasts_Fetal_Skin_Biceps_Left.ChromatinAccessibility.H-24259.DS19857.twopass.merge150.wgt10.zgt2.wig Fibroblasts_Fetal_Skin_Biceps_Left fibroblast hotspots Hotspots
531 UW.Fibroblasts_Fetal_Skin_Biceps_Left.ChromatinAccessibility.H-24259.DS19867.twopass.merge150.wgt10.zgt2.wig Fibroblasts_Fetal_Skin_Biceps_Left fibroblast hotspots Hotspots
532 UW.Fibroblasts_Fetal_Skin_Biceps_Right.ChromatinAccessibility.H-24259.DS19745.twopass.merge150.wgt10.zgt2.wig Fibroblasts_Fetal_Skin_Biceps_Right fibroblast hotspots Hotspots
533 UW.Fibroblasts_Fetal_Skin_Biceps_Right.ChromatinAccessibility.H-24259.DS19761.twopass.merge150.wgt10.zgt2.wig Fibroblasts_Fetal_Skin_Biceps_Right fibroblast hotspots Hotspots
534 UW.Fibroblasts_Fetal_Skin_Quadriceps_Left.ChromatinAccessibility.H-24259.DS20046.twopass.merge150.wgt10.zgt2.wig Fibroblasts_Fetal_Skin_Quadriceps_Left fibroblast hotspots Hotspots
535 UW.Fibroblasts_Fetal_Skin_Quadriceps_Left.ChromatinAccessibility.H-24259.DS20056.twopass.merge150.wgt10.zgt2.wig Fibroblasts_Fetal_Skin_Quadriceps_Left fibroblast hotspots Hotspots
536 UW.Fibroblasts_Fetal_Skin_Quadriceps_Right.ChromatinAccessibility.H-24259.DS19943.twopass.merge150.wgt10.zgt2.wig Fibroblasts_Fetal_Skin_Quadriceps_Right fibroblast hotspots Hotspots
537 UW.Fibroblasts_Fetal_Skin_Quadriceps_Right.ChromatinAccessibility.H-24259.DS19948.twopass.merge150.wgt10.zgt2.wig Fibroblasts_Fetal_Skin_Quadriceps_Right fibroblast hotspots Hotspots
538 UW.Fibroblasts_Fetal_Skin_Scalp.ChromatinAccessibility.H-24259.DS19444.twopass.merge150.wgt10.zgt2.wig Fibroblasts_Fetal_Skin_Scalp fibroblast hotspots Hotspots
539 UW.Fibroblasts_Fetal_Skin_Scalp.ChromatinAccessibility.H-24259.DS19449.twopass.merge150.wgt10.zgt2.wig Fibroblasts_Fetal_Skin_Scalp fibroblast hotspots Hotspots
540 UW.Fibroblasts_Fetal_Skin_Upper_Back.ChromatinAccessibility.H-24259.DS19696.twopass.merge150.wgt10.zgt2.wig Fibroblasts_Fetal_Skin_Upper_Back fibroblast hotspots Hotspots
541 UW.Fibroblasts_Fetal_Skin_Upper_Back.ChromatinAccessibility.H-24259.DS19706.twopass.merge150.wgt10.zgt2.wig Fibroblasts_Fetal_Skin_Upper_Back fibroblast hotspots Hotspots
542 UW.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.ChromatinAccessibility.DS18732.twopass.merge150.wgt10.zgt2.wig H1_BMP4_Derived_Mesendoderm_Cultured_Cells es_cell hotspots Hotspots
543 UW.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.ChromatinAccessibility.DS19310.twopass.merge150.wgt10.zgt2.wig H1_BMP4_Derived_Mesendoderm_Cultured_Cells es_cell hotspots Hotspots
544 UW.H1_BMP4_Derived_Trophoblast_Cultured_Cells.ChromatinAccessibility.DS18736.twopass.merge150.wgt10.zgt2.wig H1_BMP4_Derived_Trophoblast_Cultured_Cells es_cell hotspots Hotspots
545 UW.H1_BMP4_Derived_Trophoblast_Cultured_Cells.ChromatinAccessibility.DS19317.twopass.merge150.wgt10.zgt2.wig H1_BMP4_Derived_Trophoblast_Cultured_Cells es_cell hotspots Hotspots
546 UW.H1.ChromatinAccessibility.DS18873.twopass.merge150.wgt10.zgt2.wig H1 es_cell hotspots Hotspots
547 UW.H1.ChromatinAccessibility.DS19100.twopass.merge150.wgt10.zgt2.wig H1 es_cell hotspots Hotspots
548 UW.H1_Derived_Mesenchymal_Stem_Cells.ChromatinAccessibility.DS20671.twopass.merge150.wgt10.zgt2.wig H1_Derived_Mesenchymal_Stem_Cells es_cell hotspots Hotspots
549 UW.H1_Derived_Mesenchymal_Stem_Cells.ChromatinAccessibility.DS21042.twopass.merge150.wgt10.zgt2.wig H1_Derived_Mesenchymal_Stem_Cells es_cell hotspots Hotspots
550 UW.H1_Derived_Neuronal_Progenitor_Cultured_Cells.ChromatinAccessibility.DS18739.twopass.merge150.wgt10.zgt2.wig H1_Derived_Neuronal_Progenitor_Cultured_Cells es_cell hotspots Hotspots
551 UW.H1_Derived_Neuronal_Progenitor_Cultured_Cells.ChromatinAccessibility.DS20153.twopass.merge150.wgt10.zgt2.wig H1_Derived_Neuronal_Progenitor_Cultured_Cells es_cell hotspots Hotspots
552 UW.H9.ChromatinAccessibility.DS18517.twopass.merge150.wgt10.zgt2.wig H9 es_cell hotspots Hotspots
553 UW.H9.ChromatinAccessibility.DS18522.twopass.merge150.wgt10.zgt2.wig H9 es_cell hotspots Hotspots
554 UW.IMR90.ChromatinAccessibility.DS11759.twopass.merge150.wgt10.zgt2.wig IMR90 lung hotspots Hotspots
555 UW.IMR90.ChromatinAccessibility.DS11764.twopass.merge150.wgt10.zgt2.wig IMR90 lung hotspots Hotspots
556 UW.IMR90.ChromatinAccessibility.DS13219.twopass.merge150.wgt10.zgt2.wig IMR90 lung hotspots Hotspots
557 UW.IMR90.ChromatinAccessibility.DS13229.twopass.merge150.wgt10.zgt2.wig IMR90 lung hotspots Hotspots
558 UW.iPS_DF_19.11.ChromatinAccessibility.DS15153.twopass.merge150.wgt10.zgt2.wig iPS_DF_19.11 ips_cell hotspots Hotspots
559 UW.iPS_DF_19.7.ChromatinAccessibility.DS15148.twopass.merge150.wgt10.zgt2.wig iPS_DF_19.7 ips_cell hotspots Hotspots
560 UW.iPS_DF_4.7.ChromatinAccessibility.DS15169.twopass.merge150.wgt10.zgt2.wig iPS_DF_4.7 ips_cell hotspots Hotspots
561 UW.iPS_DF_6.9.ChromatinAccessibility.DS15164.twopass.merge150.wgt10.zgt2.wig iPS_DF_6.9 ips_cell hotspots Hotspots
562 UW.Mobilized_CD34_Primary_Cells.ChromatinAccessibility.RO_00738.DS13199.twopass.merge150.wgt10.zgt2.wig Mobilized_CD34_Primary_Cells blood hotspots Hotspots
563 UW.Mobilized_CD34_Primary_Cells.ChromatinAccessibility.RO_01480.DS12771.twopass.merge150.wgt10.zgt2.wig Mobilized_CD34_Primary_Cells blood hotspots Hotspots
564 UW.Mobilized_CD34_Primary_Cells.ChromatinAccessibility.RO_01492.DS12774.twopass.merge150.wgt10.zgt2.wig Mobilized_CD34_Primary_Cells blood hotspots Hotspots
565 UW.Mobilized_CD34_Primary_Cells.ChromatinAccessibility.RO_01492.DS14206.twopass.merge150.wgt10.zgt2.wig Mobilized_CD34_Primary_Cells blood hotspots Hotspots
566 UW.Mobilized_CD34_Primary_Cells.ChromatinAccessibility.RO_01508.DS11202.twopass.merge150.wgt10.zgt2.wig Mobilized_CD34_Primary_Cells blood hotspots Hotspots
567 UW.Mobilized_CD34_Primary_Cells.ChromatinAccessibility.RO_01517.DS14129.twopass.merge150.wgt10.zgt2.wig Mobilized_CD34_Primary_Cells blood hotspots Hotspots
568 UW.Mobilized_CD34_Primary_Cells.ChromatinAccessibility.RO_01520.DS12785.twopass.merge150.wgt10.zgt2.wig Mobilized_CD34_Primary_Cells blood hotspots Hotspots
569 UW.Mobilized_CD34_Primary_Cells.ChromatinAccessibility.RO_01527.DS11666.twopass.merge150.wgt10.zgt2.wig Mobilized_CD34_Primary_Cells blood hotspots Hotspots
570 UW.Mobilized_CD34_Primary_Cells.ChromatinAccessibility.RO_01535.DS12274.twopass.merge150.wgt10.zgt2.wig Mobilized_CD34_Primary_Cells blood hotspots Hotspots
571 UW.Mobilized_CD34_Primary_Cells.ChromatinAccessibility.RO_01535.DS14197.twopass.merge150.wgt10.zgt2.wig Mobilized_CD34_Primary_Cells blood hotspots Hotspots
572 UW.Mobilized_CD34_Primary_Cells.ChromatinAccessibility.RO_01536.DS12339.twopass.merge150.wgt10.zgt2.wig Mobilized_CD34_Primary_Cells blood hotspots Hotspots
573 UW.Mobilized_CD34_Primary_Cells.ChromatinAccessibility.RO_01549.DS12734.twopass.merge150.wgt10.zgt2.wig Mobilized_CD34_Primary_Cells blood hotspots Hotspots
574 UW.Mobilized_CD34_Primary_Cells.ChromatinAccessibility.RO_01562.DS13196.twopass.merge150.wgt10.zgt2.wig Mobilized_CD34_Primary_Cells blood hotspots Hotspots
575 UW.Mobilized_CD34_Primary_Cells.ChromatinAccessibility.RO_01701.DS17112.twopass.merge150.wgt10.zgt2.wig Mobilized_CD34_Primary_Cells blood hotspots Hotspots
576 UW.Mobilized_CD4_Primary_Cells.ChromatinAccessibility.RO_01679.DS16955.twopass.merge150.wgt10.zgt2.wig Mobilized_CD4_Primary_Cells blood hotspots Hotspots
577 UW.Mobilized_CD4_Primary_Cells.ChromatinAccessibility.RO_01701.DS17175.twopass.merge150.wgt10.zgt2.wig Mobilized_CD4_Primary_Cells blood hotspots Hotspots
578 UW.Mobilized_CD56_Primary_Cells.ChromatinAccessibility.RO_01689.DS16376.twopass.merge150.wgt10.zgt2.wig Mobilized_CD56_Primary_Cells blood hotspots Hotspots
579 UW.Mobilized_CD8_Primary_Cells.ChromatinAccessibility.RO_01679.DS16962.twopass.merge150.wgt10.zgt2.wig Mobilized_CD8_Primary_Cells blood hotspots Hotspots
580 UW.Penis_Foreskin_Fibroblast_Primary_Cells.ChromatinAccessibility.skin01.DS18224.twopass.merge150.wgt10.zgt2.wig Penis_Foreskin_Fibroblast_Primary_Cells fibroblast hotspots Hotspots
581 UW.Penis_Foreskin_Fibroblast_Primary_Cells.ChromatinAccessibility.skin01.DS18229.twopass.merge150.wgt10.zgt2.wig Penis_Foreskin_Fibroblast_Primary_Cells fibroblast hotspots Hotspots
582 UW.Penis_Foreskin_Fibroblast_Primary_Cells.ChromatinAccessibility.skin02.DS18252.twopass.merge150.wgt10.zgt2.wig Penis_Foreskin_Fibroblast_Primary_Cells fibroblast hotspots Hotspots
583 UW.Penis_Foreskin_Fibroblast_Primary_Cells.ChromatinAccessibility.skin02.DS18256.twopass.merge150.wgt10.zgt2.wig Penis_Foreskin_Fibroblast_Primary_Cells fibroblast hotspots Hotspots
